title,genre,subgenre,description,cast,age_rating,thumbnail
(여자)아이들 외 취급주의,예능,"아이돌, 여행",처음으로 한옥 스테이에 방문한 (여자)아이들! 평화로운 하루를 보내는 줄 알았는데.. 갑자기 시작된 ′싸우지 말자′ 논쟁?! 전쟁과 평화를 오가는 여행의 첫 날 大공개!,"미연, 민니, 소연, 우기, 슈화",12세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20241012/0526/P001692642.jpg/dims/resize/500
(여자)아이들 외 취급주의 2,예능,"아이돌, 여행",이번엔 태국이다! 방콕 공연을 마치고 잠깐의 휴식을 즐기기로 한 (여자)아이들. 그리고 새롭게 나타난 미션 박스?! 과연 멤버들은 무사히 미션에 성공해 용돈을 획득할 수 있을 것인가!,"미연, 민니, 소연, 우기, 슈화",전체 이용가,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20241011/1604/P001692643.jpg/dims/resize/500
100일의 기적,예능,음악예능,"100일의 기적 | Ep.8

데뷔 후 첫 공식 스케줄에 나선 호라이즌! 그들을 기다리고 있는 특별한 관객의 정체는?
‘Birthday’ MV 촬영 현장! 호라이즌이 소속사 대표님의 호출을 받은 이유는?
망의 ‘Birthday’ MV 최초 공개!

매주 토요일 오전 11시 Mnet 본방송",이대휘,12세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20230708/P001734200.jpg/dims/resize/500
10달러 셰프,예능,쿡방/먹방,"현지 식재료를 이용해 근사한 한 끼를 차려라! 
스타 셰프들의 ‘10달러’ 대결, 그 승자는?

 
 여행 계획을 세울 때 장소를 정했다면 다음으로 생각하는 게 바로 먹거리다. 여행에 대한 만족도를 높이는 데 음식은 중요한 역할을 하고, 때로는 음식에 따라 여행지가 정해지기도 한다.
 추석특집 예능 ‘어디까지 가봤니? 10달러 셰프’(이하 ‘10달러 셰프’)에는 여행과 음식이 공존한다. 하지만 여행지에서 늘 먹을 수 있는 음식이 아닌, 정해진 가격인 10달러 내에서 셰프들이 직접 식재료를 구해 현지인 입맛에 맞는 새로운 음식을 선보인다. 
즉, ‘10달러 셰프’는 여행과 음식에 관심 있는 여자 연예인과 스타 셰프가 한 조를 이뤄 세계 유수 도시를 방문, 제한 금액 10달러로 현지 식재료를 구해 근사한 한 끼를 차리고 대결에 나서는 리얼 버라이어티 프로그램이다. 대결의 승자는 SNS를 통해 공정하게 모집된 여행자, 현지인 등 심사위원을 통해 결정된다. 
 스타 셰프로는 세계인의 입맛을 사로잡은 중식의 대가 여경래 셰프와 요리 실력은 물론 허세가 가미된 매력적인 퍼포먼스로 허세프라는 애칭을 획득한 최현석 셰프가 함께하며, ‘맛 좀 볼 줄 아는’ 두 여배우 조미령, 이수경이 보조셰프로 함께한다. 
 대다수의 요리 프로그램에서 일반적으로 요리를 소개하는 것과 달리, ‘10달러 셰프’는 대결이 추가된다는 차별점이 있다. 또, 세계 유수 도시의 물가를 비교해보는 즐거움이 뒤따른다. 한때, SNS에서 전 세계 맥도날드와 스타벅스 가격 비교가 이슈가 됐던 점에서 착안해, 현지 생활에 대한 실질적인 정보 제공이 가능하다. 마지막으로 10달러, 우리나라 돈으로 대략 1만 2천 여원이 가지는 의미와 가치를 발견해볼 수 있다는 점이 ‘10달러 셰프’만의 매력이다. 
  이들의 첫 여행지는 전 세계 미식가들이 사랑하는 나라, 대만이다. 아침, 브런치, 점심, 간식, 저녁 ,야식까지 6끼가 가능할 정도로 먹거리가 풍부한 대만은 섬나라답게 해산물이 가득하고, 아열대 기후와 천혜의 환경으로 1년 내내 신선한 제철 과일들이 넘쳐난다. 특히 대만 각 지방의 특성이 살아있는 토속음식은 물론 중국 여러 지방의 요리와 함께 홍콩, 일본, 서양 요리, 퓨전 요리까지 없는 음식이 없을 정도이다. 
 대만의 수도 타이베이로 향한 네 사람은 타이베이에서 가장 큰 시장인 농수산물 제1도매시장과 현지 대형 마켓에서 식재료 구입에 나선다. 최현석-조미령 팀은 생 죽순과 조개, 새우, 쌀 등 해산물을 메인으로 한 ‘마라 크림 리소토’를 만든다. 반면, 여경래-이수경 팀은 삼겹살, 표고버섯, 새우, 사과, 토마토, 레몬 등 육고기와 해산물을 메인으로 한 ‘표고 새우튀김(어향동고)’을 만들어본다. 과연, 두 팀 중 어떤 팀의 요리가 심사위원들의 입맛을 사로잡을 수 있을까? 그 결과는 15일 오후 8시 20분에 방송된다.","최현석, 여경래, 이수경, 조미령",15세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20231219/0005/P001010877.jpg/dims/resize/500
10살차이,예능,연애리얼리티,"사랑에 나이가 있나요.. 
때론 20대 같은 아슬아슬 풋사랑도 하고 싶고, 
아빠 품처럼 안정적인 사랑도 하고 싶은 싱글녀들! 
로맨스의 시작에서 그녀들에게 ‘나이’는 어떤 의미일까? 
지금... 당신에게 찾아온 두 명의 남자...

‘10살 연하남 VS 10살 연상남’
일명 333 데이트! 
두 남자와의 데이트는 각각 총 3번에! 딱 3시간씩만!
모든 데이트가 끝난 후, 하나의 로맨스를 선택한다면?","성시경, 이기광(하이라이트), 황보(샤크라), 최여진, 황승언",15세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20231218/1025/P000356006.jpg/dims/resize/500
1등미디어 시즌4,예능,코미디,고객센터 (평일 09시~17시/점심시간 13시~14시)1:1 게시판 문의대표메일 : tving@cj.net전화번호(ARS) : 1670-1525 (챗봇/채팅 상담 연결),이과1등,12세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20231218/1149/P001443543.png/dims/resize/500
1등미디어 시즌5,예능,코미디,"기생충 1등의 등장! 또 다시 버릇을 고치지 못한 지각 1등…?
지각 1등을 혼내주려다 당하게 생긴 이과 1등?!
문과식으로 살기 VS 이과 식으로 살기! 과연 둘중에 어떤 게 더 좋을까요?",이과1등,15세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20231218/1149/P001451406.png/dims/resize/500
1호가 될 순 없어,예능,관찰리얼리티,"5호 부부 김경아♡권재관
아침밥 준비하는 서윗가이 권재관?
근데 아침부터 등갈비, 마라탕, 스파게티?
과한 아침밥에 투덜거리는 아내 경아에게
할 말 다 하는 신유형 남편 재관ㅋㅋㅋ

모모임은 계속된다?
서로의 머리를 감겨주는 세발식???
수용&준하 친해지길 바라~
′′처음으로 고백을 하겠습니다..′′
불앞에서 모모임 회원들의 파격적인 고백은 과연????

?대전 이글스 홈구장에 온 1호 부부?
야구 레전드 허구연 X 깐족 레전드 최양락의 만남??
그리고 이성열과의 우연한 만남까지 (ft. 호통)
′′나의 기를 받아라~ 얍얍얍~!′′
그리고 팽락이 불러온 기적...???","박미선, 장도연, 팽현숙, 최양락, 김지혜, 박준형, 이은형, 강재준",15세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20240821/0847/P001233849.png/dims/resize/500
2011 Mnet Asian Music Awards,예능,음악예능,"YB, 다이나믹 듀오, 쌈디, 손수경(E.vid), RRM, 힙합 DJ, 주민정 - It Burns, 불타는 금요일, 땡땡땡
[Moonlight Sonata] 비스트, 현아, 랑랑 - 월광소나타(1악장), LA CAMPANELLA, Fiction
[코다 쿠미] 코다쿠미 - AI NO UTA, V.I.P, Bling Bling Bling
[ASIAN MOVEMENT] miss A - Good bye baby, Vision Wei - Po Xiao, miss A&Vision Wei - Kung Fu Fighting
[Will.i.am in MAMA& Heal Asia With Music]
Will.i.am - The Hardest Ever, Aple.de.ap - We can be anything, Will.i.am&Aple.de.ap,CL - Where is the love?

출연자: 송승헌, 김성수, 다이나믹 듀오, 코다 쿠미, miss A, YB(윤도현밴드), 싸이먼D, 비스트(BEAST), 현아, CL, 이병헌, 박시연","YB, 다이나믹 듀오, 쌈디, 손수경, RRM, DJ Fri, 이병헌, MissA, 허각",15세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20111124/P42087.png/dims/resize/500
2013 MAMA Red Carpet,예능,"아이돌, 음악예능","2013 MAMA Red Carpet

*출연자 
문희준,  이솔지,  대니,  유라,  홍종현,  이수혁,  Ylvis,  박재정,  김지훈,  성준,  김소연,  김민지,  송희진,  박시환,  크레용팝(Crayon Pop),  차예련,  고아라,  정우,  유승우,  이정현,  장혁,  성유리,  서현,  효연,  김종국,  송지효,  EXO,  Apink,  고준희,  한지혜,  씨스타,  양천화,  Paris Hilton,  한채영,  2NE1,  Icona Pop,  트러블메이커(Trouble Maker),  곽부성,  이보영,  이승철,  인피니트,  이승기,  고수,  빅뱅(Bigbang),  이동욱",정보 없음,15세 이상,/img/tving_logo_meta_new.png
2013 테이스티로드,예능,쿡방/먹방,"■ 진행 : 박수진 / 김성은
■ 오늘의 주제 : 2013 키워드 신상 맛집 투어 스케줄

■ 줄거리

2013 키워드를 따라 만나보는 신상 맛집 투어 스케줄!

키워드1. 하이브리드
매장의 반은 브런치나 식사를 즐길 수 있는 공간, 다른 반은 와인을 즐길 수 있는 공간으로 나뉘어 잇는 하이브리드 복합공간!

키워드2. 미각 노마드족
새로운 문화체험을 즐기는 이들에게 딱! 음식은 물론, 인테리어나 음악 등 티베트의 문화를 온몸으로 느낄 수 있는 공간

키워드3. 나홀로 라운징
1,2층은 편집샵 스페셜 브랜드의 의류들이 구비되어있고, 3,4층에는 스페셜 티 전문점을 운영

키워드4. 넌센스의 시대
삼청동의 인적이 뜸한 골목 숨겨져 있는 맛집으로 소문만 듣고 찾아오는 손님들만의 아지트!


수진, 성은의 주말 스케줄 가이드 <2013 테이스티로드>와 함께 이번 주말도 HAPPY WEEKEND!!","박수진, 김성은",12세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20231130/1800/P000093949.png/dims/resize/500
2014 MAMA Red Carpet,예능,"아이돌, 음악예능","<2014 MAMA Red Carpet>

음악으로 하나되는 아시아 최고의 뮤직 시상식, 
<2014 Mnet Asian Music Awards>의 레드카펫을 실시간으로 
중계하는 <2014 MAMA Red Carpet> 
화려한 셀러브리티들의 등장과 함께, 다른 레드카펫 행사에서는 볼 수 없었던 
아티스트들의 특별한 무대가 더해진다!","문희준, 최여진, 유라",15세 이상,/img/tving_logo_meta_new.png
2014 MAMA 베스트퍼포먼스,예능,"아이돌, 음악예능",고객센터 (평일 09시~17시/점심시간 13시~14시)1:1 게시판 문의대표메일 : tving@cj.net전화번호(ARS) : 1670-1525 (챗봇/채팅 상담 연결),"GD X TAEYANG, 빌스택스(BILL STAX, 바스코), 지코(Zico), 서태지, 윤은혜, 이승철, 인피니트(INFINITE), 김필",15세 이상,/img/tving_logo_meta_new.png
2014 테이스티로드,예능,쿡방/먹방,"2014 Tasty Road - 2회
응답하라 복고푸드 편!

■ 진행 : 박수진, 김성은

올리브의 대표 먹방 자매 수진 & 성은! <2014 테이스티 로드>의 라이프스타일 멘토로 다시 돌아오다! 
오늘의 주제는 바로 ′리메이크 복고 푸드 맛집′이다.
이번 회에서는 테로메이트 이현범님(에디터, 패션디렉터)과 함께 옛날 7080의 일본식 경양식 메뉴와, 디저트 카페에서 즐기는 치즈 군고구마, 그리고 가로수길에서 만난 추억의 즉석 떡볶이를 맛본다. 그리고 마지막으로 80-90년대 음악과 함께 맛보는 옛날 치킨을 또다른 테로 메이트 마이큐(가수, 작곡가)와 소개한다!

옛 멋의 아름다움을 간직하고 있는 그곳에
느낌 아는 그녀들이 떴다!

추억을 봉인해제하다!
어린시절 추억의 맛을 찾아 떠나는 오늘의 테마!
응답하라 복고푸드!

절로 미소 짓게하는 그 시절 추억의 맛!
그녀들의 아련한 첫사랑 스토리까지!","박수진, 김성은",15세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20231218/1018/P000128835.png/dims/resize/500
2015 MAMA 노미네이션,예능,"아이돌, 음악예능",고객센터 (평일 09시~17시/점심시간 13시~14시)1:1 게시판 문의대표메일 : tving@cj.net전화번호(ARS) : 1670-1525 (챗봇/채팅 상담 연결),문희준,15세 이상,/img/tving_logo_meta_new.png
2015 MAMA 레드카펫,예능,"아이돌, 음악예능",고객센터 (평일 09시~17시/점심시간 13시~14시)1:1 게시판 문의대표메일 : tving@cj.net전화번호(ARS) : 1670-1525 (챗봇/채팅 상담 연결),"문희준, 신아영, 지헤라(Z.HERA), 몬스타엑스X세븐틴, The Koxx, 세븐틴(SEVENTEEN), 하석진, 이기우, 스테파니 리, 서강준",15세 이상,/img/tving_logo_meta_new.png
2015 MAMA 비하인드,예능,"아이돌, 음악예능",고객센터 (평일 09시~17시/점심시간 13시~14시)1:1 게시판 문의대표메일 : tving@cj.net전화번호(ARS) : 1670-1525 (챗봇/채팅 상담 연결),"San E(산이), 세븐틴(SEVENTEEN), TWICE(트와이스), 몬스타 엑스, iKON, GOT7(갓세븐), 방탄소년단(BTS), Lil Boi(릴보이), 예지(피에스타), 트루디",15세 이상,/img/tving_logo_meta_new.png
2015 테이스티로드,예능,쿡방/먹방,"■ 진행 : 박수진, 리지
■ 출연 : 모델 주우재

수진과 새로운 MC 리지가 전하는 당신의 맛있는 주말을 책임질 2015 테이스티로드!!
이번주 주제는 ′천기 누설! 훈남 출몰 핫 스팟 TOP3′이다.
3위 맛집으로 증권맨들의 특별한 점심 <오케이버거>를 방문한 후,
다음 맛집 방문 전 남자 모델들의 디저트&해장음료 <수수바>를 마셔본다.
2위 국내 최정상 바텐더인 최규삼 바텐더가 오너바텐더로 있는 바에 들린 후,
1위 맛집으로 부산 유명 맛집의 레시피를 그대로 옮겨온 장어집에서 마무리한다!","박수진, 리지(애프터스쿨)",12세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20231218/1123/P000157856.jpg/dims/resize/500
2016 M SUPER CONCERT,예능,"아이돌, 음악예능",고객센터 (평일 09시~17시/점심시간 13시~14시)1:1 게시판 문의대표메일 : tving@cj.net전화번호(ARS) : 1670-1525 (챗봇/채팅 상담 연결),"랩몬스터(방탄소년단) Rap Monster, RM, Ailee(에일리), 몬스타 엑스, SPICA, SS301, 태연, 규현(슈퍼주니어), 방탄소년단(BTS)",15세 이상,/img/tving_logo_meta_new.png
2016 MAMA 레드카펫,예능,"아이돌, 음악예능",고객센터 (평일 09시~17시/점심시간 13시~14시)1:1 게시판 문의대표메일 : tving@cj.net전화번호(ARS) : 1670-1525 (챗봇/채팅 상담 연결),"문희준, 신아영, 지헤라(Z.HERA), NCT DREAM, 여자친구(GFRIEND), 공명, 박하선, SF9 (에스에프나인), 안재현, 강승현",15세 이상,/img/tving_logo_meta_new.png
2016 테이스티로드,예능,쿡방/먹방,"■ 진행 : 김민정, 유라
■ 테로가이드 : 장수원&한동철

NEW MC 민정과 유라가 당신의 맛있는 주말을 책임집니다! 2016 테이스티로드!!
2016테이스티로드의 이번 주제는 ′괜찮아요? 맛있어서 많이 놀랐죠?′
이번회에서는 세상을 뒤흔들었던 연기하는 로봇 장수원이 추천하는 자극적이지 않은 매콤~한 매운맛이 중독성 甲인 주꾸미 맛집에 들러 깔끔하게 매운 새우+주꾸미+삼겹살을 즐겨본다! 

두번째로는 자이언티, 박재범, 박서준, 샤이니 등 스타들의 유니크한 스타일을 선도하는 브랜드 디렉터 한동철! 트렌디한 그가 애정하는 신상 핫플레이스에서 꼬리곰탕과 파스타의 이색만남부터 중화풍 꽃빵과 새우튀김의 반전케미를 즐겨본다! 이게 끝이 아니다? 이곳에서는 밤이 되면 화끈한 디제잉 파티가 펼쳐진다는 사실! 
위(胃)대한 자매의 느낌 있는 주말이 시작된다!

그녀들의 달콤하고 맛있는 주말스케줄, 2016 테이스티로드!","김민정, 유라(걸스데이)",12세 이상,https://image.tving.com/ntgs/contents/CTC/caip/CAIP0400/ko/20231025/0045/P000245480.jpg/dims/resize/500
